"trans_date_trans_time","cc_num","merchant","category","amt","first","last","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"2019-10-14 05:05:13",4560004149983868400,"fraud_Huels-Nolan","gas_transport",68.66,"Stacy","Villegas","20581 Pena Walks","Colorado Springs","CO",80951,38.8881,-104.6556,525713,"Museum/gallery exhibitions officer","1992-05-09","6c3070ad62ab46f8b4f64ed7d78d9578",1350191113,39.694336,-105.128969,0
"2019-05-27 17:38:17",30044330818990,"""fraud_Walter, Hettinger and Kessler""","personal_care",25.79,"Allison","Ayala","87665 Karen Mill Apt. 586","Fort Myers","FL",33967,26.4722,-81.8122,224256,"Paramedic","1985-08-29","d18fbdca31ff484e3845a27614a62567",1338140297,25.769817,-80.838162,0
"2019-07-15 06:14:49",4208110975550360000,"fraud_Herzog Ltd","misc_pos",33.79,"David","Bonilla","82073 Jessica Camp","West Green","GA",31567,31.6143,-82.7243,782,"Audiological scientist","1982-01-16","989875363a8d07be5077399292dea7dc",1342332889,32.495731,-82.880728,0
"2019-10-21 14:42:19",2235613922823698,"""fraud_O'Connell, Botsford and Hand""","home",77.58,"Melissa","Mcclure","2027 Snyder Track","Manville","WY",82227,42.73,-104.7024,241,"Educational psychologist","1980-12-16","64889fdbb85ff6196e86cca43fca6d1b",1350830539,41.864949,-104.950948,0
"2020-05-13 21:54:37",567868110212,"fraud_Kozey-Kuhlman","personal_care",96.21,"Dawn","Tucker","789 Herring Manors","Houston","TX",77007,29.7736,-95.4034,2906700,"""Copywriter, advertising""","1984-12-16","5032ca77faa81f61dc207ea7aaeb2bc7",1368482077,30.471856,-94.542034,0
"2019-12-15 11:42:44",4481131401752,"fraud_Sporer Inc","gas_transport",70.32,"Frank","Foster","37910 Ward Lights","Shrewsbury","MA",1545,42.2848,-71.7205,35299,"English as a second language teacher","1975-04-30","fe5574924a0e4349914335927259eaa3",1355571764,41.738901,-71.948859,0
"2019-09-26 01:34:05",4980323467523544000,"""fraud_Schaefer, McGlynn and Bosco""","gas_transport",63.31,"Patrick","Massey","7812 Shane Shoals Apt. 607","North Haverhill","NH",3774,44.0978,-72.0191,1966,"Structural engineer","1947-10-27","5ce2a4794980a2f701d28c95e9f91562",1348623245,43.346829,-72.48432,0
"2019-10-27 13:03:17",4651007077623147,"fraud_Ratke and Sons","health_fitness",74.11,"Andrea","Lewis","43075 Cohen Shoals","Ashford","WA",98304,46.7531,-121.9898,759,"Video editor","1956-09-14","da754c5df574b525a5a85173d306c223",1351342997,45.932626,-122.436833,0
"2019-10-12 14:15:23",4514242065619750,"fraud_Ullrich Ltd","kids_pets",82.18,"Janet","Carpenter","9870 Collins Flat","Laramie","WY",82072,41.4247,-105.4781,35371,"""Pilot, airline""","1988-09-02","c903df12285bd3ea56a6241d5e8e0ce5",1350051323,41.56477,-105.167887,0
"2020-02-09 03:44:47",6597888193422452,"fraud_Koepp-Parker","grocery_pos",154.31,"Bill","Lane","4725 Hurst Curve Apt. 634","Holliday","TX",76366,33.6751,-98.6576,2317,"Chief Technology Officer","1964-08-23","02f77ec871cffee8fb21d70228f24207",1360381487,34.192407,-98.254168,0
"2019-11-18 18:35:42",6534628260579800,"""fraud_Schumm, McLaughlin and Carter""","food_dining",2.24,"Christine","Harris","29606 Martinez Views Suite 653","Hinesburg","VT",5461,44.3346,-73.098,4542,"Claims inspector/assessor","1998-03-19","004c051aaf3c2100c924ca1d91cf8a29",1353263742,44.505555,-73.759847,0
"2020-01-31 05:09:42",6597248210463122,"fraud_Hills-Witting","shopping_net",41.81,"Kyle","Wright","610 Samantha Park Suite 149","Whittemore","IA",50598,43.0261,-94.4064,912,"Optometrist","1968-05-16","51be706fd61973b0772be0acbcb709d7",1359608982,43.173564,-95.204881,0
"2020-03-07 23:13:01",4452366298769043,"""fraud_Nicolas, Hills and McGlynn""","entertainment",99.23,"Linda","Davis","6602 Ortiz Pine Apt. 179","Blooming Grove","TX",76626,32.0758,-96.701,1563,"Financial adviser","1978-03-04","b00c2508215b5be95884c3e97b99d79a",1362697981,32.639928,-96.567274,0
"2020-01-19 05:08:32",4904681492230012,"""fraud_Lind, Huel and McClure""","gas_transport",55.81,"Lisa","Lowe","574 David Locks Suite 207","Cottekill","NY",12419,41.8467,-74.1038,722,"Comptroller","1990-10-19","20fe55b4e0957d4beeeb75814d40c9cb",1358572112,42.690631,-74.615776,0
"2019-11-25 11:32:01",30235438713303,"fraud_Parisian and Sons","gas_transport",59.45,"James","Baldwin","3603 Mitchell Court","Winfield","WV",25213,38.5072,-81.89,5512,"Exhibition designer","1980-03-24","eab682ab1184e7175853d493dfd929e5",1353843121,38.209765,-81.391092,0
"2020-06-15 23:29:34",4908846471916297,"fraud_Kozey-McDermott","travel",9.79,"Lauren","Torres","03030 White Lakes","Grandview","TX",76050,32.2779,-97.2351,5875,"""Radiographer, therapeutic""","1992-07-24","e410060f5ca715fdf73e43402be5ac29",1371338974,32.533585,-97.299842,0
"2019-12-29 22:33:02",3567527758368741,"fraud_Powlowski-Weimann","food_dining",11.82,"Amanda","Vance","14601 Downs Skyway Apt. 440","Sterling City","TX",76951,31.8351,-101.0017,1143,"""Scientist, biomedical""","1962-03-19","120bfaceaf235d8cab023f077ca4bca6",1356820382,30.974897,-101.066366,0
"2020-03-19 12:01:25",3523898249167098,"fraud_Reilly and Sons","health_fitness",13.81,"Joshua","Carpenter","04975 Allison Shoal","Bronx","NY",10463,40.8798,-73.9067,1382480,"""Therapist, drama""","1990-11-09","2ad8875c2410a9508769d465f478fffd",1363694485,40.511435,-74.416432,0
"2019-02-23 17:01:45",4334230547694630,"fraud_Gibson-Deckow","entertainment",3.76,"Scott","Martin","7483 Navarro Flats","Freedom","WY",83120,43.0172,-111.0292,471,"""Education officer, museum""","1967-08-02","b59b5e387d5efbfcf57bad0b62d56ea7",1330016505,42.702532,-111.451515,0
"2019-09-13 18:23:37",4063094974360571400,"fraud_Thiel-Thiel","entertainment",19.89,"Patricia","Mendoza","1683 Davidson Freeway","Mendon","UT",84325,41.71,-111.9817,2078,"""Scientist, audiological""","1963-06-13","8a2636e2b1c6c19521c638902e788bc4",1347560617,41.697124,-112.176326,0
"2020-04-09 11:32:57",3591919803438423,"fraud_Rau and Sons","grocery_pos",92.03,"Brian","Williams","32941 Krystal Mill Apt. 552","Titusville","FL",32780,28.5697,-80.8191,54767,"Set designer","1987-07-25","05e9512976cd57a381caf2e7914261e6",1365507177,27.937754,-81.245409,0
"2019-11-18 20:13:25",213180742685905,"fraud_Erdman-Schaden","personal_care",139.29,"Kayla","Sutton","010 Weaver Land","Carlotta","CA",95528,40.507,-123.9743,1139,"""Therapist, occupational""","1951-01-15","84d8d740501e558393d4f268fe383233",1353269605,41.426737,-124.149869,0
"2019-11-09 04:53:29",4265776278887457,"fraud_Bins-Rice","gas_transport",61.55,"Christine","Best","68248 Deanna Land","Enola","AR",72047,35.2087,-92.2123,969,"""Physicist, medical""","1954-01-05","d19b14a596c6335b1ae95807bcd16e05",1352436809,35.061034,-91.714109,0
"2019-03-07 14:54:48",374656033243756,"fraud_Friesen Inc","shopping_pos",3.82,"David","Lewis","1499 Michael Rue","Arlington","VA",22213,38.8954,-77.1633,207410,"Mudlogger","1984-07-03","10cdedf7aa987143e1e5e942820695cb",1331132088,39.212178,-77.988517,0
"2019-01-26 03:17:51",580954173374,"""fraud_Weimann, Kuhic and Beahan""","shopping_pos",6.34,"Jessica","Benitez","31281 Thomas Inlet","Montrose","NY",10548,41.2496,-73.9446,3487,"Race relations officer","1960-01-13","856198cdb55323646f9d031a02de857b",1327547871,40.490005,-73.628498,0
"2019-11-25 09:07:39",378904938837132,"fraud_Kutch Group","grocery_net",42.49,"Tina","Zimmerman","3595 Susan Island Suite 063","Thomas","OK",73669,35.7382,-98.7388,1675,"Barrister","1986-05-01","2dc53338f04feef5f97bf4292aa59f1a",1353834459,35.490636,-98.357026,0
"2019-06-03 02:56:03",6517217825320610,"fraud_Pacocha-O'Reilly","grocery_pos",105.11,"James","Reese","26975 Richardson Mills Apt. 402","Sontag","MS",39665,31.6453,-90.1801,1196,"""Librarian, academic""","1958-06-11","518e1092b787c9f9272bb5d39e486d65",1338692163,31.862922,-89.947578,0
"2020-01-27 15:52:56",4810839835482794000,"fraud_Friesen Inc","shopping_pos",7.91,"Carolyn","Perez","433 Blake Roads Suite 967","Wheaton","MO",64874,36.7651,-94.0492,760,"Production manager","1985-08-31","43b7178184e6dc168c7df9dc9fa9d3df",1359301976,37.051022,-94.575367,0
"2019-07-24 04:09:29",6011388901471808,"fraud_Bailey-Morar","grocery_pos",128.79,"Jacqueline","Marsh","950 Sheryl Spurs","Dunlevy","PA",15432,40.1151,-79.8627,427,"Mining engineer","1951-02-05","220dc004b3d3e01d236a92e833df198e",1343102969,39.968994,-80.814153,0
"2019-07-18 00:48:18",4505383113689,"""fraud_Osinski, Ledner and Leuschke""","grocery_pos",106.76,"Alicia","Hawkins","507 John Overpass Suite 424","Harwood","MD",20776,38.8582,-76.6145,3289,"Quantity surveyor","1933-03-15","23a6e43907a061babd8a4632d1f6e073",1342572498,39.853841,-75.854299,0
"2020-05-28 09:16:11",4956828990005111000,"fraud_Kunze Inc","grocery_pos",40.73,"Kenneth","Robinson","269 Sanchez Rapids","Elizabeth","NJ",7208,40.6747,-74.2239,124967,"Operational researcher","1980-12-21","e6f4511d134f69c626c1e4e4360f83f1",1369732571,41.108423,-74.506929,0
"2019-04-29 23:23:12",180072527505094,"fraud_Baumbach Ltd","personal_care",2.33,"Cody","Miller","25748 John Wells","Mooresville","NC",28117,35.584,-80.8685,69793,"Control and instrumentation engineer","1953-12-08","1457571491c0e892097fde3a465c2e59",1335741792,35.685159,-81.677064,0
"2020-02-06 17:57:53",341283058448499,"fraud_Abshire PLC","entertainment",50.81,"Mario","Johns","62130 Miller Square Suite 785","Brinson","GA",39825,30.9788,-84.7373,1461,"""Engineer, broadcasting (operations)""","1935-09-08","d4586c0287650096e0243312f9db3183",1360173473,31.664263,-84.417338,0
"2019-08-03 03:44:57",4449530933957323,"""fraud_Schaefer, McGlynn and Bosco""","gas_transport",69.3,"Felicia","Mckee","84079 Thomas Burgs","Tomales","CA",94971,38.2427,-122.9145,337,"Occupational psychologist","1954-07-05","c2854c6cf731dbfc0681f1448e19ca00",1343965497,39.181748,-122.900999,0
"2020-02-26 11:09:22",3567697931646329,"""fraud_Ferry, Reichel and DuBuque""","grocery_net",21.21,"John","Stevens","428 Morgan River","Hudson","NY",12534,42.247,-73.7552,17867,"Travel agency manager","1998-07-29","e28733356b2b8b64ec902dab80361ccb",1361876962,43.047169,-73.463967,0
"2019-08-17 05:16:42",4979422371139333,"fraud_Reynolds-Schinner","misc_pos",1.9,"Kelly","Zimmerman","1893 Katie Tunnel","Westerville","NE",68881,41.4193,-99.3844,73,"Product designer","1935-02-10","4af50bdadbb5d21c96a861004da309d2",1345180602,41.937973,-98.403575,0
"2020-02-20 16:03:31",4689147265057949000,"""fraud_Haley, Batz and Auer""","health_fitness",37.75,"Steven","Brooks","2622 Reynolds Isle","Manley","NE",68403,40.9207,-96.168,206,"Human resources officer","1967-10-04","63b09d9955cad4bc9515dc5d6c54a6d4",1361376211,40.286273,-95.186044,0
"2019-04-18 23:31:35",213199865312311,"fraud_Cruickshank-Mills","entertainment",37.87,"Christopher","Miller","493 Fitzgerald Fields Suite 454","Varnell","GA",30756,34.9298,-84.9885,74,"Pensions consultant","1944-05-14","747d52988e6db11fc08af8426b50ab8f",1334791895,35.614114,-84.793632,0
"2019-11-30 11:42:07",3511378610369890,"""fraud_Schumm, Bauch and Ondricka""","grocery_pos",61.23,"James","Cooper","663 Ramirez Trace Apt. 951","Huntsville","AL",35811,34.7789,-86.5438,190178,"Television production assistant","1973-04-01","12699b6f8410e72ae688c8f27cef618b",1354275727,34.695758,-85.597014,0
"2019-06-23 14:56:51",180036456789979,"fraud_Howe PLC","entertainment",92.91,"Mackenzie","Salazar","982 Melissa Lock","Bagley","WI",53801,42.9207,-91.0685,878,"Risk analyst","1974-11-20","7d2558780d54722d1c60f657613e1932",1340463411,42.966149,-90.327336,0
"2019-02-14 16:37:55",6011438889172900,"fraud_Erdman-Durgan","health_fitness",83.1,"Allison","Allen","40624 Rebecca Spurs","De Witt","AR",72042,34.2853,-91.3336,5161,"Electrical engineer","1993-04-08","4af512fccd028ae5a9ee70ec9e083723",1329237475,35.234829,-92.063643,0
"2019-04-08 10:26:54",60422928733,"fraud_Miller-Hauck","grocery_pos",129.63,"Jeffrey","Powers","38352 Parrish Road Apt. 652","North Augusta","SC",29860,33.6028,-81.9748,46944,"Secondary school teacher","1942-04-02","ff6ce2c17cce3ef1354ef280add73eb6",1333880814,33.044236,-81.517309,0
"2020-04-14 19:48:14",4586260469584,"fraud_Dare-Gibson","health_fitness",25.11,"Melody","Thompson","0362 Anderson Wall","Mound City","MO",64470,40.1362,-95.2138,1631,"Architect","1953-01-20","81f8bebaa3b4e241d442c85eeb903cf2",1365968894,39.514708,-95.47129,0
"2019-12-05 20:48:54",2450829271795901,"fraud_Kutch-Wilderman","home",144.6,"Timothy","Kirby","7309 Sophia Causeway Suite 702","Sauk Rapids","MN",56379,45.604,-94.1591,16163,"Hydrographic surveyor","1987-02-22","57c34da0ec40ac88616b3c0f4968ed29",1354740534,45.36917,-95.063119,0
"2019-03-17 13:59:56",38052002992326,"fraud_Kuhic LLC","shopping_net",8.5,"Anna","Logan","3522 Park Wells Suite 528","Cleveland","TX",77327,30.33,-95.0202,34153,"Building surveyor","1995-09-11","1f9eb7e2430008a67dba1ccef8354f00",1331992796,31.219927,-94.326565,0
"2019-06-26 02:08:38",3502377050801561,"""fraud_Quitzon, Green and Bashirian""","shopping_pos",1.98,"Kathleen","Martin","659 Nicole Cove Suite 560","New Waverly","TX",77358,30.5354,-95.4532,4993,"""Scientist, biomedical""","1948-11-30","75143f8c4eef7ed223378ec46d1b0fe7",1340676518,29.537991,-95.450766,0
"2019-12-25 17:51:39",4464457352619,"fraud_Lubowitz-Walter","kids_pets",13.61,"Breanna","Rodriguez","118 Cabrera Springs Apt. 105","Lanark Village","FL",32323,29.8826,-84.5964,217,"Television production assistant","1990-01-24","6cd6f2df6cf07b5687f10c0ca2997f85",1356457899,30.618358,-85.504973,0
"2019-10-02 13:04:59",3518234918950662,"""fraud_Weimann, Kuhic and Beahan""","shopping_pos",8.76,"Barbara","Lowe","67210 Lori Creek","Sherman","TX",75092,33.6372,-96.6184,46563,"Systems developer","1970-09-11","02bbd9210aa93de82fc2ee0dd10fc53f",1349183099,33.867166,-97.463467,0
"2019-08-23 18:05:45",370348764075623,"fraud_Lynch-Wisozk","home",8.89,"Christopher","Gomez","950 Dunn Squares","Tickfaw","LA",70466,30.5668,-90.482,8512,"""Accountant, chartered public finance""","1951-09-03","651d67df44381e68c4a6100bd250aa1d",1345745145,31.552464,-89.534306,0
"2019-08-16 15:46:15",567868110212,"fraud_Bashirian Group","shopping_net",903.22,"Dawn","Tucker","789 Herring Manors","Houston","TX",77007,29.7736,-95.4034,2906700,"""Copywriter, advertising""","1984-12-16","82f772f1e96279b8c66ba474d386617d",1345131975,28.801802,-95.553869,0
"2019-06-06 13:15:53",3597980945245815,"fraud_Wilkinson LLC","personal_care",67.95,"Mark","Allen","25360 Mcgee Forge","De Queen","AR",71832,34.0442,-94.3386,11253,"""Scientist, biomedical""","1957-04-25","513660bdd743db99411629b70c16ab92",1338988553,34.576503,-94.885905,0
"2019-10-26 06:00:53",3521417320836166,"fraud_O'Keefe-Hudson","grocery_pos",218.4,"Angela","Hodges","08236 Kim Hill","Indianapolis","IN",46254,39.849,-86.272,910148,"Firefighter","1975-11-30","787036a532e01012b818b23ad5650515",1351231253,39.778742,-86.14375,0
"2019-02-06 10:01:04",3586008444788268,"fraud_Kiehn Inc","grocery_pos",201.09,"Crystal","Fuller","000 Jennifer Mills","Issaquah","WA",98027,47.4974,-122.0107,50489,"Osteopath","1984-02-29","93a25439331789c10468f6454a93d8c8",1328522464,47.844726,-121.204911,0
"2019-12-02 11:32:50",3517527805128735,"fraud_Huels-Nolan","gas_transport",57.97,"Tracy","Conway","6778 Campos Field","Bonfield","IL",60913,41.1573,-88.0619,1617,"Medical secretary","1990-04-25","18347b5bb9429e83fd35c85c9901cf96",1354447970,41.22535,-88.976012,0
"2020-02-17 10:07:10",213161293389774,"fraud_Dickinson Ltd","misc_pos",9.05,"Catherine","Weber","74890 Rodriguez Springs Apt. 540","West Henrietta","NY",14586,43.0397,-77.6871,10256,"""Teacher, primary school""","1968-06-24","7faeb710341f516147f972e6707cbad6",1361095630,43.751331,-77.738702,0
"2020-04-19 12:02:27",577588686219,"""fraud_Reinger, Weissnat and Strosin""","food_dining",49.07,"James","Strickland","25454 Leonard Lake","Spring Church","PA",15686,40.6153,-79.4545,972,"Public relations account executive","1997-10-23","85ccf9195c64b85288b7f410aa2fc105",1366372947,40.840891,-79.226383,0
"2019-06-27 10:46:34",2248735346244816,"fraud_Schmidt and Sons","shopping_net",11.66,"Jacob","Weber","29156 Mark Park Apt. 108","Utica","KS",67584,38.6411,-100.138,269,"Product/process development scientist","1962-11-11","fd83d9de930c54e101b5503a59e5bdb0",1340793994,39.182993,-99.162715,0
"2019-02-26 10:45:24",4689147265057949000,"""fraud_Jenkins, Hauck and Friesen""","gas_transport",40.49,"Steven","Brooks","2622 Reynolds Isle","Manley","NE",68403,40.9207,-96.168,206,"Human resources officer","1967-10-04","f3b8387ef9a15437257fa6c3869f026e",1330253124,41.32988,-95.29338,0
"2019-12-15 21:39:47",6011999606625827,"""fraud_Bahringer, Bergnaum and Quitzon""","home",30.91,"Ronald","Carson","870 Rocha Drive","Harrington Park","NJ",7640,40.9918,-73.98,4664,"""Radiographer, diagnostic""","1965-06-30","b212dc733b897a21c57ced7b5e5c9863",1355607587,41.781513,-74.976856,0
"2019-01-05 20:25:38",3551217896304745,"""fraud_Labadie, Treutel and Bode""","shopping_net",9.92,"Sara","Harris","597 Jenny Ford Apt. 543","Tupper Lake","NY",12986,44.232,-74.4905,6120,"Chartered loss adjuster","1976-10-09","99a8a865105df8501d21b9e97c111473",1325795138,43.554365,-74.350538,0
"2020-02-17 02:40:41",30518196150127,"fraud_Kuhn LLC","misc_net",158.14,"Karen","Sullivan","6313 Scott Trace","Rossville","IL",60963,40.3625,-87.6692,1807,"""Buyer, retail""","1975-06-02","78c20db0d9bf8c90fa103c446a15813c",1361068841,40.881867,-87.50888,0
"2019-06-20 09:52:19",5580563567307107,"""fraud_Zieme, Bode and Dooley""","gas_transport",64.52,"Stanley","Dickson","078 Alex Fields","Smock","PA",15480,39.9961,-79.7678,1946,"Charity fundraiser","1990-06-21","0c9cad673695272ffdae66cd85c818a1",1340185939,40.194376,-80.11277,0
"2019-06-02 01:11:24",4997733566924489,"fraud_Goodwin-Nitzsche","grocery_pos",232.19,"Stephanie","Taylor","598 Martin Pine Suite 365","Saint Paul","MN",55128,44.9913,-92.9487,753116,"Fisheries officer","1971-08-06","cfc887d5f34c22dcbc35d5bfafc19f37",1338599484,45.916832,-92.40226,0
"2020-05-24 13:08:03",30364087349027,"fraud_Medhurst Inc","home",3.39,"Samuel","Sandoval","0005 Morrison Land","Mounds","OK",74047,35.8896,-96.0887,7163,"Fitness centre manager","1982-02-05","456d85ba045913578a519089614b89e4",1369400883,35.262562,-95.518483,0
"2019-09-15 12:22:43",30266994494236,"""fraud_Cole, Hills and Jewess""","home",30.43,"Sarah","Foster","77872 Andrea Glen Apt. 543","Ford","VA",23850,37.1349,-77.7364,1051,"Chief Operating Officer","1976-11-21","56a3d5489d159879ace98b28e2e56607",1347711763,37.145546,-77.175548,0
"2020-06-15 21:10:18",4855488158131690000,"""fraud_Wuckert, Wintheiser and Friesen""","home",82.56,"Jeremy","Roberson","25887 Martin Inlet","Graniteville","VT",5654,44.1554,-72.4847,970,"Agricultural consultant","1993-09-29","92833640b55b9c9ea9e1d0b4c2725ca2",1371330618,44.153633,-71.892672,0
"2019-01-10 14:05:04",4536996888716062000,"fraud_Gaylord-Powlowski","home",49.66,"Nathan","Mendoza","767 Adam Mill Apt. 115","Espanola","NM",87533,35.9866,-106.0654,18408,"Historic buildings inspector/conservation officer","1972-07-18","1273ee27b6d2a62a76f297d683ec6c11",1326204304,35.711192,-105.757784,0
"2019-10-26 17:41:08",571844099986,"""fraud_Hermiston, Russel and Price""","food_dining",46.07,"Susan","Mills","005 Cody Estates","Louisville","KY",40202,38.2507,-85.7476,736284,"Engineering geologist","1952-04-02","68f84152a27de404cf2927e7be12660c",1351273268,37.872768,-85.277842,0
"2019-12-28 08:51:46",3560318482131952,"""fraud_Lehner, Mosciski and King""","misc_net",7.96,"William","Skinner","524 Wu Spurs Suite 894","Mount Hope","AL",35651,34.4793,-87.4769,1312,"""Librarian, academic""","1955-02-01","11c6498bce39664be582cabd9267ec06",1356684706,35.438456,-87.279106,0
"2019-12-11 09:03:30",180031190491743,"""fraud_Rodriguez, Yost and Jenkins""","misc_net",3.78,"Becky","Mckinney","250 Benjamin Hill Apt. 026","Mobile","AL",36617,30.7145,-88.0918,270712,"""Surveyor, land/geomatics""","1972-01-05","5b11c220c17541c0d12c3c986e169430",1355216610,31.109774,-88.884911,0
